title,summary,url,img_url
Rozdíl mezi SUM a ROLLUP | Mňamka #73,"Umíte klientovi vysvětlit rozdíl mezi SUM a ROLLUP? Naše datová detektivka Daria pro vás natočila naprosto vyčerpávající video. Dozvíte se nejenom rozdíl mezi nimi, ale i to, pro jaký případ je lepší použít jednu nebo druhou funkci.",https://youtu.be/1WnWkahsHPM,https://www.bizztreat.com/files/responsive/360/0/daria-uvodni-fotka.jpg
TOP 10 map pro vizualizaci dat | Mňamka #74,"Mapy má každý rád. A hlavně (ne)analytici. Proč by taky ne. Jak lépe analyzovat a zobrazit lokační informace, že? Tohle, pro oči ""pěkné"", téma pojďme otevřít přehledem těch nejpoužívanějších typů map pro vizualizaci našich dat.",https://towardsdatascience.com/top-10-map-types-in-data-visualization-b3a80898ea70,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-09-21-v-132315.png
Technologické trendy pro další dekádu | Mňamka #75,"Moc se trendů nedržíme, ale občas je fajn si o některých přečíst. Firma Gartner Inc., průkopník v tom, co je a není ""in"", identifikovala pět nově vznikajících trendů, které povedou k technologickým inovacím v následující dekádě.",https://1url.cz/3zDIv,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-09-21-v-144547.png
Python taháky pro začátečníky i pokročilé | Mňamka #76,"A je tu další moje taháko-mánie :-) Tentokrát si nasdílíme našeptávače na Python, kterých je plný internet a najdete je pod výrazem ""cheatsheets"".  A k čemu nám to je dobré? Za mě: Začátečník si nemusí hned vše pamatovat a starý vlk si může osvěžit paměť.",https://www.bizztreat.com/blog/python-tahaky-pro-zacatecniky-i-pokrocile-mnamka-76,https://www.bizztreat.com/files/responsive/360/0/2f8a438e-data-science-python-cheat-sheet-bokeh.jpg
Gestalt Principles pro lepší vizualizaci | Mňamka #77,"Pokud se zajímáte o vizualizaci nebo data storytelling, určitě už jste narazili na výraz ""Gestalt Principles"". Je to vlastně o tom, na které části informace se zaměřuje náš mozek, jak organizujeme co vidíme a jakým způsobem vnímáme vzory a formy.",https://vizzendata.com/2020/07/06/utilizing-gestalt-principles-to-improve-your-data-visualization-design/,https://www.bizztreat.com/files/responsive/360/0/gestalt-principles.png
Co to je a k čemu nám je Business Intelligence? | Mňamka #78,"Business Intelligence je ve firmě velmi mocným nástrojem. Dokáže totiž odpovídat na otázky, které si ve firmě pokládáte. Takže, jaký je význam BI, proč je to důležité a jak to celé funguje? Krásně vysvětleno je to v tomto článku od Tableau.",https://www.tableau.com/learn/articles/business-intelligence,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-09-28-v-111734.png
Dvojité osy: Na co si dát bacha | Mňamka #79,"Dvojité osy (neboli ""dual axis"") jsou v grafech velmi oblíbené a hojně využívané. Taky je občas použijeme. Ale pozor! Vždy si musíme ohlídat, aby vizuálně nevznikla dezinformace. Článek upozorňuje na pár z nich a taky přináší nápad, jak se dvojitým osám vyhnout, pokud je nechcete používat.",https://blog.datawrapper.de/dualaxis/,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-10-05-v-124051.png
ZOOM novinka: tzv. Waiting Room | Mňamka #80,"ZOOM.SU vzhledem k vyšší bezpečnosti zavádí pro všechny meetingy tzv. Waiting Room. Zjednodušeně, hostitel (host) musí každého účastníka ""schválit"", aby se mohl připojit k meetingu. Pokud novinku nechcete využívat, můžete to nastavit jak na úrovni firemního účtu, tak osobního loginu.",https://support.zoom.us/hc/en-us/articles/360045009111-FAQ-Meetings-Waiting-Room-and-Passcode-Requirements-September-27-2020,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-10-05-v-124808.png
Mapová vizualizace a kontext | Mňamka #81,"Nedávno jsme otevřeli téma mapové vizualizace. Dnes ji umí většina nástrojů BI, ale téměř žádný již nedokáže zasadit data do lokačního kontextu a neumožňuje spojení několika typů dat. A tak jsme poprosili Báru, aby nám něco řekla o CleveMaps, platformě, která to umí.",https://www.bizztreat.com/blog/mapova-vizualizace-a-kontext-mnamka-81,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-10-05-v-130313.png
8 nejčastějších chyb při návrhu dashboardu | Mňamka #82,"“Potřeboval bych vidět všechna KPIs najednou.” nebo “A dáme ty všechny grafy na jeden dashboard, abych nemusel překlikávat.” ...
Ne, ne, ne. Už tolikrát jsem viděl tyhle stále se opakující chyby v dashboardech, že jsem je musel sepsat. Jednoduše, přehledně.",https://www.bizztreat.com/blog/8-nejcastejsich-chyb-pri-navrhu-dashboardu-mnamka-82,https://www.bizztreat.com/files/responsive/360/0/graph-3068300-1920.jpg
G Suite se mění na Google Workspace | Mňamka #83,"Letošní pandemie sehrála velkou roli v rychlém rozvoji technologií, umožňující spolupráci lidí na dálku a udržení tak firmy v chodu. Výzvy s tím spojené vedou k potřebě návrhu zcela nových produktů a tak byl představen Google Workspace - nástupce oblíbených G Suite.",https://www.appsatori.eu/post/g-suite-se-meni-na-google-workspace,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-10-12-v-85948.png
"Analytické metody a postupy. Co slouží k čemu, kdy kterou použít | Mňamka #84","Existuji různé metody, které se používají v menších či větších datových analýzách a projektech. Rozdělit je můžeme třeba na matematické a statistické, založené na AI a machine Learning nebo grafické a vizualizační. Dokážete říct, k čemu se jaká metoda používá?",http://www.intellspot.com/types-data-analysis/,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-10-12-v-90221.png
"Keboola ZADARMO? Jasně, jde to. | Mňamka #85","Asi před dvěma lety se Keboola vydala vstříc vysněnému enterprise segmentu a tomu bohužel přizpůsobila i svůj ceník. O to víc jsme rádi, že po delší době se vrací ke svým kořenům - malým a středním firmám - a pro SMB spouští pay-as-you-go program, který zpřístupňuje “kábécéčko” opravdu každému týmu a umožňuje začít doslova zadarmo. Jaké jsou první dojmy?",https://www.bizztreat.com/blog/keboola-zadarmo-jasne-jde-to-mnamka-85,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-10-21-v-84059.png
Jak na optimalizaci výkonu v BigQuery | Mňamka #86,"Ten, kdo začíná s BigQuery, bývá zpravidla překvapený, že BigQuery sama neposkytuje žádné přímé možnosti, jak vývojář může ovlivnit výkon či rychlost zpracování. Transakční databáze používají indexy, analytické databáze zase např. způsob, jak je výpočet paralelizován (pomocí uživatelem definovaného partitioningu), či může přímo ovlivnit výkon zakoupeným výkonem. BigQuery nic takového nemá a proto někdy začátečníky odrazuje. Ale i zde existuje celá řada způsobů, jak optimalizovat výkon konkrétních queries. Máme tady pro vás pár tipů.",https://www.bizztreat.com/blog/jak-na-optimalizaci-vykonu-v-bigquery-mnamka-86,https://www.bizztreat.com/files/responsive/360/0/1-2lgcbbvdpvztqq47zd5fya.png
SQL taháky pro začátečníky i pokročilé | Mňamka #87,"A je tu další moje taháko-mánie :-) Nedávno jsme sdíleli našeptávače na Python. A to by přece byla škoda, kdybychom si neukázali i pár pro SQL. Na webu je najdete pod pojmem ""SQL cheatsheets"" a stejně jako pro Python, i pro SQL se jich na netu potuluje velké množství.",https://www.bizztreat.com/blog/sql-tahaky-pro-zacatecniky-i-pokrocile-mnamka-87,https://www.bizztreat.com/files/responsive/360/0/sql-cheet-sheet-1.png
Účetní předvaha není rocket science | Mňamka #88,"Začalo to celkem nevinně. Jak už to bývá, na začátku byla otázka “...a máte denní přehled nad účetnictvím / fin. výsledky firmy?” Odpověď? Nějaký ano … ale … třeba v lednu musíme vždycky 3 týdny čekat, než se data přehodí na nový účetní rok. Aha. Moment. Co? A proč? … No … prý to jinak nejde, říkali. Aha.",https://www.bizztreat.com/blog/ucetni-predvaha-neni-rocket-science-mnamka-88,https://www.bizztreat.com/files/responsive/360/0/calculator-385506-1920.jpg
"Jak posouvat a transformovat data pomocí cloudových služeb (ETL - GCP, AWS, Azure) | Mňamka #89","Cloudové služby ušly za poslední roky kus cesty. Jsou bezpečné, zažívají velký rozvoj a účtují si za jen za to, co skutečně využíváte. Tak proč je nevyužít k posouvání a transformaci dat? Krátké video o tom, jak to máme postavený my v BizzTreat.",https://www.youtube.com/watch?v=4eF31l51HQ0,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-10-26-v-154657.png
"Příklady ""Streaming Data"" a ""Real-Time"" | Mňamka #90","Real-time nebo streaming data se skloňují stále častěji. Víte, jaký je mezi nimi rozdíl? A co to znamená v praxi? V článku najdete odpověď a zároveň několik příkladů z oblasti retailu, zdravotní péče, financí nebo personalistiky.",https://www.linkedin.com/pulse/fascinating-examples-show-why-streaming-data-real-time-bernard-marr/,https://www.bizztreat.com/files/responsive/360/0/earth-2254769-1280.jpg
[VIDEO] Cooltivátor: Napíše skript pro čištění dat za vás | Mňamka #91,"Máte data připravena ve vaší analytické databázi a potřebujete je pročistit. Rutinní práce, ano, ale i tak napsat čistící skript často trvááááá... Kdyby ho tak někdo napsal za vás, že? No, tak náš Cooltivátor to umí! Jo a ještě jedna důležitá věc: Cooltivátor neukládá žádná data.",https://youtu.be/xCnuTOkuEYY,https://www.bizztreat.com/files/responsive/360/0/cooltivator-uvodni-stranka.png
Vychytávky pro práci remote podle Honzy Řežába | Mňamka #92,"Nejsme jediní, kteří pracují na dávku. Obzvlášť v této době. Jan Řežáb přináší na toto téma další zajímavý pohled: ""Ve skutečnosti úspěch vzdálené práce často spočívá v tom, jak k ní přistupujete. Existuje spousta změn v chování, které můžete udělat, abyste zlepšili produktivitu bez ohledu na to, kde pracujete.""",https://www.linkedin.com/pulse/my-10-productivity-hacks-working-remotely-jan-rezab/,https://www.bizztreat.com/files/responsive/360/0/0-4.jpeg
Kaggle: Hledáte dataset? | Mňamka #93,"Potřebujete najít vhodný dataset pro váš učící projekt, zlepšit  se v kódu nebo se jen potřebujete na něco zeptat. Vlastně je to fuk. Ať tak nebo tak, určitě jděte na Kaggle. Najdete tam více než 19 000 veřejných datových sad, 200 000 veřejných poznámkových bloků  a nespočet diskuzních fór z datového světa.",https://medium.com/dataseries/what-is-kaggle-4751e384e916,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-11-02-v-165056.png
Z čeho se skládá graf | Mňamka #94,"Stejně jako má svá pravidla například gramatika, tak jsou pravidla i proto, z čeho se skládá graf. I zde platí pravidla “méně je více” a “musí být jasné na první dobrou”, co tím chtěl básník říct.",https://www.bizztreat.com/blog/z-ceho-se-sklada-graf-mnamka-94,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-11-09-v-133051.png
"Zaručený tip, jak okořenit váš firemní život online | Mňamka #95","Taky už máte pocit, že vám ten onlajn leze na mozek? Všude najdete fůru tipů, jak si uspořádat čas, už míň, jak zabavit svoje děti, když zrovna nemávaj na svoje spolužáky do Teamsů. Potřebujete svému týmu sdělit něco opravdu důležitého? Máme tip: Použijte video, jako náš CTO Tomáš Votava. Stojí to za shlédnutí. A ty z vás, co zajímá ETL, se navíc dozvíte, jak si např. lokálně naistalovat Bizzflow.",https://youtu.be/g2khZGacdoo,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-11-09-v-153539.png
Sledujete tzv. Leading Indicators? | Mňamka #96,"Aby bylo možné efektivně sledovat a měřit výkon společnosti, měla by firma sledovat mix tzv. Leading Indicators a Lagging Indicators. Většina společností dokáže snadno definovat vytoužené cíle (Lagging Indicators), ale často už zapomíná na ekonomické tzv. Leading Indicators. Co to jsou, jaké jsou účely a příklady?",https://bernardmarr.com/default.asp?contentID=2045,https://www.bizztreat.com/files/responsive/360/0/what-is-a-leading-indicator-what-are-the-best-examples.png
Co je embedovaná analytika a jak si ji vyzkoušet? | Mňamka #97,"Co je embedovaná analytika a jak si ji vyzkoušet? Proč nad tím vůbec uvažovat? Možná jste ten pojem už někdy slyšeli, možná ho slyšíte prvně. Tak jako tak pojem embedovaná analytika je s námi už nějakou dobu. Troufám si ale říct, že velká část lidí stále neví, nebo si není jistá, co že to vlastně znamená. Tak si to pojďme vysvětlit a ukázat.",https://www.bizztreat.com/blog/co-je-embedovana-analytika-a-jak-si-ji-vyzkouset-mnamka-97,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-11-16-v-152138.png
Kdy použít mapy pro vizualizaci dat? | Mňamka #98,"Pokud jde o vizualizaci dat, kdo by mapy neměl rád, že? Jsou více vzrušující než graf a jednodušší než třeba infografika, je to často první věc, kterou se novináři i studenti žurnalistiky ptají: „Jak můžeme vytvořit mapu?“ Ale jen proto, že máte nějaké geografické údaje, neznamená to, že byste je měli hned mapovat.",https://onlinejournalismblog.com/2015/08/24/when-to-use-maps-in-data-visualisation-a-great-big-guide/,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-11-16-v-124342.png
SQL JOINS aneb jak spojit dvě tabulky | Mňamka #99,"Mít dvě tabulky (sady) a umět je spojit. To je jedna ze základních dovedností každého analytika. Slýcháváme o tom, že se to často vytahuje třeba i na pohovorech (u nás teda ne:-). Ke spojení dvou tabulek slouží SQL instrukce JOIN. Co to jsou primární, sekundární klíče a po jakém JOINu šáhnout, tak to pěkně rozebírá dnešní článek.",https://dataschool.com/how-to-teach-people-sql/sql-join-types-explained-visually/,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-11-16-v-132226.png
Design Patterns: Ceny s / bez DPH | Mňamka #100,"Dnešní design pattern naší team leaderky Péti se zaměří na ceny ""s"" a ""bez"" DPH. Je to opravdu krátká mňamka, která vám ale dokáže ušetřit hodně problémů v budoucnu. Tip s téměř nulovými náklady na storage a časovou úsporou k nezaplacení.",https://www.bizztreat.com/blog/design-patterns-ceny-s-bez-dph-mnamka-100,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-11-23-v-93810.png
Jak číst v grafech | Mňamka #101,Zobrazit informaci jasně a srozumitelně je jedna věc. Jak grafy číst a najít v nich odpověď na naši otázku je už druhá. Stejně jako pro popis grafu existují i jednoduchá pravidla pro jeho čtení. A my si je dnes připomeneme.,https://www.bizztreat.com/blog/jak-cist-v-grafech-mnamka-101,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-11-23-v-101121.png
Divoká e-commerce  a trendy 2021 z pohledu vybraných statistik | Mňamka #102 ,"To co fungovalo v tomto roce, nemusí fungovat k roce novém. Pro oblast e-commerce, kde se chování zákazníků neustále mění, to platí pro rok 2020 víc než kdy jindy. Podívejme se na 58 e-commerce statistik, které nás nejen provedou tímto divokým rokem, ale nastíní i vývoj pro budoucí léta.",https://www.wix.com/blog/ecommerce/2020/10/ecommerce-statistics,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-11-23-v-143209.png
Statistické vztahy letem světem | Mňamka #103,"Statistika k datařině prostě patří. Pro základní pochopení není potřeba hned zacházet do podrobností. Tak postupně: Asociační a korelační analýza, nulová hypotéza, hodnoty p, mezní hodnota... No a jako třešničku se dovíte, proč vám konzumace zmrzliny nezvyšuje pravděpodobnost utopit se, když jdete plavat.",https://www.chi2innovations.com/blog/discover-stats-blog-series/introduction-to-associations-correlations/,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-11-30-v-102152.png
Slack workflow: Jak si zjednodušit a automatizovat práci ve Slacku | Mňamka #104,"Celkem ostuda na to, že používáme Slack už roky. Kdyby se k nám nově nepřidal Ondra, o této vychytávce bychom neměli ani tušení. Jak si zjednodušit a hlavně automatizovat práci pomocí Slacku a to hlavně při psaní různých pravidelných updatů? Třeba notifikací s formulářem k vyplnění před ranním standupem.",https://youtu.be/n2jC822OJFU,https://www.bizztreat.com/files/responsive/360/0/slack-workflow.jpg
Dovednosti datového analytika | Mňamka #105,"Zájem o pořádná a kvalitní firemní data roste. S tím je spojen i velký zájem o datové analytiky. Ale nejprve, co to vlastně je datový analytik a co za dovednosti by měl mít? V článku vybrali hned osm, my v BizzTreat stojíme vlastně jen o tři: Selský rozum, základy SQL (Python) a ochotu se učit.",https://www.dataquest.io/blog/data-analyst-skills/,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-11-30-v-102722.png
Životní cyklus dat a proč nic nevynechat | Mňamka #106,"Často na prvních schůzkách řešíme požadavek napojení vyexportovaného CSV přímo na vizualizační nástroj… Teoreticky to jde, ale existují pádné důvody, proč to tak nedělat. Pojďme si dnes projít, co se děje s daty v jejich životním cyklu a hlavně proč je každá fáze tolik důležitá.",https://www.bizztreat.com/blog/zivotni-cyklus-dat-a-proc-nic-nevynechat-mnamka-106,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-12-07-v-101624.png
Tableau - Period over Period | Mňamka #107,"Za dobu, co používáme Tableau, jsme přišli na celkem 5 patternů, jak v Tableau realizovat period over period srovnání. Tento pohled je pro klienty důležitý a často využívaný. Tak se na to dnes pojďme podívat - kromě použití a postupu mrkneme i na výhody a nevýhody jednotlivých přístupů.",https://www.bizztreat.com/blog/tableau-period-over-period-mnamka-107,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-12-04-v-84834.png
Proč je vizualizace a story telling marketingové zlato | Mňamka #108,"Využíváte svá firemní data naplno? Nebo pracujete s daty aspoň trochu? Tak to máte velkou výhodu vůči konkurenci, máte lepší přehled o tom, co se ve firmě děje. Ale ještě něco máte - marketingové zlato. Jaké jsou benefity používání data ve firmě z pohledu brandu, PR, marketingu?",https://www.columnfivemedia.com/data-storytelling-brands-data-visualization,https://www.bizztreat.com/files/responsive/360/0/why-data-visualization-is-data-storytelling-gold.png
E-book Řízení datové kvality | Mňamka #109,"Je vaše práce závislá na tom, abyste každé ráno, každou směnu nebo každou hodinu měli k dispozici správná data pro vaše rozhodování a přitom víte, že se na to nemůžete spolehnout? Jste zodpovědný za to, že vaši business uživatelé mají každý den v 8:00 ráno k dispozici aktuální a správná data? Pak pro vás je určený tento ebook.",bizztreat.com/e-book-rizeni-datove-kvality,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-12-08-v-184320.png
Trello tahák | Mňamka #110,"Používáme Trello a nedáme na něj dopustit. Je to jednoduchý způsob, jak vést projekty, i ty datové. Do Trella zveme i naše zákazníky, aby věděli, kdo na čem zrovna dělá a co se bude tento týden řešit. Pro mnohé z nich je to novinka, a tak jsme si vzpomněli na tento Trello tahák. Znáte?",https://trello.com/b/yxwFw6LU/trello-tah%C3%A1k,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-12-04-v-94236.png
25 nejlepších data vizualizací v roce 2020 | Mňamka #111,"Máte pocit, že vizualizace jsou jen obyčejné grafy a dashboardy? Ale kdepak. Může jít i o komplexní vizuální projekty. A ke konci roku se jich tu pár sešlo a my si myslíme, že stojí za ukázku. Pokud by vás některá z nich zajímala víc, dá se v článku prokniknout až do detailu projektu.",https://visme.co/blog/best-data-visualizations/,https://www.bizztreat.com/files/responsive/360/0/best-data-visualizations-2019-5-drowning-in-plastic.jpg
Vánoční a novoroční přání: Máme vás rádi | Mňamka #112,"Máme vás rádi a chceme, abyste to věděli. Anebo když chcete nahrát seriózní vánoční a novoroční přání, ale s touhle bandou to prostě nejde :-) Přejeme Vám, Vaši rodině i kolegům krásné Vánoce a úspěšný nový rok.",https://www.youtube.com/watch?v=gH9hF1YCXTQ,https://www.bizztreat.com/files/responsive/360/0/titulka-xmas-video.jpg
Vánoční dataset | Mňamka #113,"O kaggle jako zdroji datasetů jsme si už psali. Dnes jsme pro vás jeden našli - Datová sada všech vánočních písní mapujících 100 nejlepších Billboard z let 1958-2017. Máte chuť se na něj mrknout a zpracovat ho? Pokud ano, budeme rádi, když nám vaše výsledky pošlete. Rádi to projdeme a dáme vám zpětnou vazbu.",https://www.kaggle.com/sharkbait1223/billboard-top-100-christmas-carol-dataset,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-12-04-v-104641.png
Hledá se Ježíšek! | Mňamka #114,"Máte doma děti? V bizzTreat většina ano, a tak téma Ježíška je teď hodně aktuální. Ale existuje vůbec? Rozhodli jsme se ho letos najít a potřebujeme vaši pomoc. No, ale jak na to? Třeba vám k tomu pomůže tento článek, kde se vymetly všechny komíny, aby se podařilo najít Santa Clause.",https://towardsdatascience.com/is-santa-claus-real-9b7b9839776c,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-12-04-v-105547.png
"Tipy, jak nastartovat analytiku v roce 2021 | Mňamka #116","Vítejte v průvodci, jak nastartovat business analytiku u vás ve firmě. Je to celkem 13 tipů, taková kombinace strategického a technického poradenství, ukázka toho, na co při zavádění analytiky nezapomenout a co vás cestou pravděpodobně v nějaké chvíli potká. Nekopíruje to věci tak, jak je děláme u nás, ale mít povědomí o tom, jak to dělají jinde, je vždycky fajn.",https://www.reconinsight.com/blog/successful-business-analytics-tips,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2020-12-04-v-111527.png
Úspěchy a neúspěchy novoročních předsevzetí | Mňamka #118,"Každý rok si lidé po celém světě dávají novoroční předsevzetí, aby dosáhli svých cílů, zlepšili zdraví a zlepšili svůj život. Patříte mezi ně? A jak to tak bývá, něco si přát a něco pak udělat jsou dvě rozdílné věci. Jak jsou na tom předsevzetí z pohledu čísel? V článku najdete údaje ze studií, které vám napoví, jakou šanci na úspěch máte.",https://discoverhappyhabits.com/new-years-resolution-statistics/,https://www.bizztreat.com/files/responsive/360/0/new-years-resolution-statistics-ft-1536x1022.jpg
Stárnutí karet alá pirát | Mňamka #119,"Další vychytávka na Trello je tu! Teda ona už nějaký ten pátek funguje, ale my si na ni tentokrát vzpomněli. Stárnutí karet alá pirát. Prostě na první pohled hned vidíte, na co už se dlouuuuho nesáhlo. A navíc nahoře na kartičce se zobrazuje čas posledního updatu. Tentokrát se z toho prostě už nevykecáte:-)",https://help.trello.com/article/820-card-aging,https://www.bizztreat.com/files/responsive/360/0/image-2.png
Andy Kirk: Vývoj na poli vizualizace dat | Mňamka #121,"Znáte Andyho Kirka? Ne? Tak to doporučujeme napravit:-) a začít ho sledovat. Tento vizualizační mág, a ikona ve světě dat, vydal už nejednu publikaci a nasdílel nejednu radu. Na svém webu https://www.visualisingdata.com/ pravidelně publikuje ohlídnutí za vývojovými trendy ve světě datové vizualizace.",https://www.visualisingdata.com/2019/08/10-significant-visualisation-developments-january-to-june-2019/,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2021-01-11-v-131527.png
Definice use case (případ užití) a jeho úloha v datové strategii firmy | Mňamka #123,"Na tento článek jsem si brousila zuby už nějaký ten pátek. Můžete mít totiž mraky dat, nejmodernější technologie nebo nápis “data - driven firma” nad vstupem do budovy, ale pokud nemáte rozmyšlený a dobře definovaný use case, je vám to lidsky řečeno “ k prdu”.",https://www.bizztreat.com/blog/definice-use-case-pripad-uziti-a-jeho-uloha-v-datove-strategii-firmy-mnamka-123,https://www.bizztreat.com/files/responsive/360/0/checklist-2589418-1920.jpg
Matematický problém vyřešen | Mňamka #124,"A to už za půl hodiny. Slyšeli jste už o tzv. ""Kellerově domněnce?"" Kellerova domněnka řeší pokrývání prostoru shodně velkými dlaždicemi. Jejím autorem byl před devadesáti lety německý matematik Ott-Heinrich Keller. Má to však výjimku – sedm rozměrů, kde se na řešení nedařilo přijít.",https://ct24.ceskatelevize.cz/veda/3168927-umela-inteligence-rozlouskla-90-let-nevyreseny-matematicky-problem-za-pul-hodiny,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2021-01-18-v-203422.png
Základní pravidla modelování dat v GoodData | Mňamka #125,"Modelování dat v GoodData je snadné, stačí dodržovat pět jednoduchých pravidel. Pokud budete postupovat podle těchto jednoduchých příkladů, budou vaše datové modely fungovat jako kouzlo a odemknete spoustu možností pro ad-hoc reportování pro vás i vaše zákazníky.",https://community.gooddata.com/administration-and-loading-and-modeling-data-19/logical-data-model-basic-rules-of-data-modelling-176?utm_source=linkedi,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2021-01-18-v-211638.png
Jak mít uklizeno ve vizualizační platformě (GoodData) | Mňamka #126,"Mít uklizeno ve vizualizační platformě je občas docela oříšek. Co dělat, abychom se z toho nezbláznili a nestrávili víc času hledáním metriky/reportu než analytickou prací samotnou? Máme tu pár tipů pro pořádek v GoodData, ale většina aktivit může být aplikována i na ostatní vizualizační nástroje.",https://www.bizztreat.com/blog/jak-mit-uklizeno-ve-vizualizacni-platforme-gooddata-mnamka-126,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2021-01-22-v-74349.png
Co to jsou trénovací data? | Mňamka #127,"AI sem, machine learning tam. K vývoji modelu AI a ML jsou vyžadována přesná tréninková data, která pomáhají algoritmům porozumět určitým vzorům nebo sérii výsledků na danou otázku. A tréninková data se mohou skládat z textů, obrázků nebo videí, která jsou přesně označena, aby byla rozpoznatelná pro počítačové vidění a srozumitelná pro stroje.",https://becominghuman.ai/what-is-training-data-its-types-and-why-it-is-important-f998424c3c9,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2021-01-22-v-80605.png
Příklad využití datové integrace ve výrobě [přednáška] | Mňamka #128,"Občas stojí za to si něco dobrého připomenout. Sice už je to 4 roky stará, ale stále platná přednáška z konference Den plný inspirace, pořádané spol. Plantyst, na téma využití datové integrace ve výrobě. Praktická ukázka, jak využít data k minimalizaci prostojů ve výrobním procesu.",https://www.youtube.com/watch?v=GWZqTxOhOj0&t=381s,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2021-01-22-v-81022.png
Nový způsob transformace dat: Co to je dbt | Mňamka #129,"Slyšeli jste už o dbt? Tahle pecka dokáže ulehčit práci nejednoho datového analytika. Jde o open source, který teď hodně testujeme a nemůžeme si ho vynachválit. Uvnitř článku najdete o krátké video od našeho CTO Toma.",https://www.bizztreat.com/blog/novy-zpusob-transformace-dat-co-to-je-dbt-mnamka-129,https://www.bizztreat.com/files/responsive/360/0/titulka-dbt.jpg
SQL a agregovaná data - existuje lepší cesta? | Mňamka #130,"Co chybí a jak vylepšit SQL, nebo-li jak lépe pracovat s agregovanými daty a agregacemi obecně? ZD (Zdenek Svoboda) z GoodData dává k dispozici zamyšlení nad tímhle tématem. Můžete nahlédnout pod pokličku GoodData, a jejich MAQL.",https://cutt.ly/oki0T9R,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2021-02-01-v-132447.png
Základní pravidla pro vizualizaci | Mňamka #131,"Existuje mnoho pravidel pro vizualizaci. Velká část z nich jsou ale spíše doporučení, jak k zobrazení dat přistupovat. Existuje ale pár vyjímek, pár pravidel, které je dobré znát a vždycky, opravdu vždycky dodržovat.",https://flowingdata.com/2015/08/11/real-chart-rules-to-follow/,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2021-02-01-v-132912.png
Krásné mapy díky Pythonu | Mňamka #132,"Taky rádi koukáte do map a používáte je třeba k vizualizaci? A co Python, nebojíte se ho? No a co to takhle zkombinovat a vytvořit si svoje vlastní super mapy? Tak to vám dnes nabízíme tento podrobný návod od Carlose. Čekejte trochu toho malého kódování v Pythonu nad daty OpenStreetMap.",https://towardsdatascience.com/creating-beautiful-maps-with-python-6e1aae54c55c,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2021-02-08-v-193923.png
Rozdíl mezi HAVING a WHERE v SQL? | Mňamka #133,"A přejdeme plynule k SQL. Občas něco někomu vysvětlit není vůbec jednoduché. O to víc nás potěší, když narazíme na článek, kde je to popsáno tak dobře a hlavně dost zábavnou formou. Takže přátelé, pamatujete ještě na Buffy přemožitelku upírů? Co to s tím má společného?  No, mrkněte sami.",https://towardsdatascience.com/what-is-the-difference-between-a-having-clause-and-a-where-clause-in-sql-ed74e0a8ad6d,https://www.bizztreat.com/files/responsive/360/0/snimek-obrazovky-2021-02-08-v-194144.png
